Country,Debt type,Year,per_GDP
Hungary,private,2020,88.874672
Hungary,public,2020,79.618205
Lebanon,private,1995,71.921469
Lebanon,public,1995,79.609124
Grenada,private,2003,58.464734
Grenada,public,2003,79.561854
São Tomé and Príncipe,private,2010,35.620924
São Tomé and Príncipe,public,2010,79.538554
Croatia,private,2016,131.30758
Croatia,public,2016,79.472379
Bhutan,private,2012,49.978128
Bhutan,public,2012,79.347408
Sri Lanka,private,2005,28.772441
Sri Lanka,public,2005,79.168753
Sweden,private,1996,130.82973
Sweden,public,1996,79.109838
Grenada,private,2002,61.432234
Grenada,public,2002,79.089601
Ukraine,private,2015,107.54143
Ukraine,public,2015,79.061874
United Kingdom,private,2011,172.51908
United Kingdom,public,2011,79.022565
Sri Lanka,private,2016,49.567777
Sri Lanka,public,2016,79.016411
Iceland,private,2004,254.31302
Iceland,public,2004,78.998187
France,private,2016,199.31557
France,public,2016,78.930089
Mongolia,private,2016,85.354696
Mongolia,public,2016,78.80291
Sri Lanka,private,1996,27.915273
Sri Lanka,public,1996,78.794554
Singapore,private,1985,92.535478
Singapore,public,1985,78.713157
Brazil,private,2017,76.788913
Brazil,public,2017,78.608913
Cabo Verde,private,2011,65.101379
Cabo Verde,public,2011,78.497221
Sri Lanka,private,2015,45.775225
Sri Lanka,public,2015,78.486864
Jordan,private,2015,75.8397
Jordan,public,2015,78.423169
Denmark,private,1993,150.57331
Denmark,public,1993,78.387362
Maldives,private,2019,28.430161
Maldives,public,2019,78.330689
Singapore,private,1988,80.651767
Singapore,public,1988,78.287291
Saint Vincent and the Grenadines,private,2020,50.877588
Saint Vincent and the Grenadines,public,2020,78.232073
Morocco,private,1995,27.898507
Morocco,public,1995,78.157646
Israel,private,2006,125.1183
Israel,public,2006,78.095108
São Tomé and Príncipe,private,2011,37.438008
São Tomé and Príncipe,public,2011,78.019443
Jordan,private,2019,78.4
Jordan,public,2019,78.015211
Kuwait,private,1995,33.246439
Kuwait,public,1995,77.977155
Sri Lanka,private,2017,54.206314
Sri Lanka,public,2017,77.901799
Singapore,private,1991,84.374068
Singapore,public,1991,77.899521
Ireland,private,1982,80.500522
Ireland,public,1982,77.862367
Greece,private,1991,36.934067
Greece,public,1991,77.764332
Cabo Verde,private,2006,38.861458
Cabo Verde,public,2006,77.72692
Ireland,private,2016,314.21472
Ireland,public,2016,77.43749
Jordan,private,2016,83.22071
Jordan,public,2016,77.431712
Ireland,private,1995,91.584329
Ireland,public,1995,77.375279
Cyprus,private,2008,291.00038
Cyprus,public,2008,77.323462
Israel,private,2000,109.92518
Israel,public,2000,77.226461
Japan,private,1998,199.28193
Japan,public,1998,77.223967
Belgium,private,2007,170.08576
Belgium,public,2007,77.203822
Brazil,private,1993,151.86937
Brazil,public,1993,77.026471
Australia,private,1954,56.435109
Australia,public,1954,76.854052
Sri Lanka,private,2006,29.358536
Sri Lanka,public,2006,76.791438
Sri Lanka,private,1998,26.484152
Sri Lanka,public,1998,76.743231
Saudi Arabia,private,1997,27.528514
Saudi Arabia,public,1997,76.704214
France,private,2015,192.55419
France,public,2015,76.609147
Qatar,private,1998,85.092957
Qatar,public,1998,76.565189
Hungary,private,1992,48.734921
Hungary,public,1992,76.499571
Greece,private,1990,39.561536
Greece,public,1990,76.476171
Croatia,private,2017,127.33503
Croatia,public,2017,76.371738
Albania,private,2020,41.745703
Albania,public,2020,76.121176
France,private,2014,186.98318
France,public,2014,76.026915
Jordan,private,2017,77.5
Jordan,public,2017,76.022151
Ireland,private,1980,83.477785
Ireland,public,1980,75.844881
Iceland,private,1999,181.04534
Iceland,public,1999,75.842326
Hungary,private,2011,125.92646
Hungary,public,2011,75.799818
Italy,private,1985,48.677881
Italy,public,1985,75.734424
Jamaica,private,1998,57.387845
Jamaica,public,1998,75.603935
Singapore,private,1990,83.627988
Singapore,public,1990,75.600456
Jordan,private,2013,80.074971
Jordan,public,2013,75.583654
Dominica,private,2013,57.621005
Dominica,public,2013,75.569193
Iceland,private,2000,199.43106
Iceland,public,2000,75.547416
Denmark,private,1994,141.25817
Denmark,public,1994,75.53708
Malaysia,private,1985,75.036041
Malaysia,public,1985,75.470401
Sweden,private,1995,132.22979
Sweden,public,1995,75.409881
Morocco,private,2020,75.89341
Morocco,public,2020,75.372572
Singapore,private,1989,84.021607
Singapore,public,1989,75.37242
Saudi Arabia,private,1996,25.910306
Saudi Arabia,public,1996,75.206121
Hungary,private,2014,104.85252
Hungary,public,2014,75.197582
Hungary,private,2010,125.67724
Hungary,public,2010,75.194422
Jordan,private,2018,78.5
Jordan,public,2018,75.061017
Jordan,private,2014,76.794006
Jordan,public,2014,75.013179
Australia,private,1955,61.0172
Australia,public,1955,74.987674
Brazil,private,2002,52.375086
Brazil,public,2002,74.976546
Dominica,private,2007,49.120483
Dominica,public,2007,74.900174
France,private,2013,181.32085
France,public,2013,74.745334
Hungary,private,2013,108.05086
Hungary,public,2013,74.729546
Sweden,private,1999,147.31974
Sweden,public,1999,74.719868
Ireland,private,1979,79.833766
Ireland,public,1979,74.546225
Iceland,private,2020,224.5786
Iceland,public,2020,74.461655
Jamaica,private,1997,49.875366
Jamaica,public,1997,74.405147
Hungary,private,1991,56.148384
Hungary,public,1991,74.291238
Denmark,private,1995,141.99982
Denmark,public,1995,74.289689
Sri Lanka,private,2007,29.323901
Sri Lanka,public,2007,74.268455
Saudi Arabia,private,1995,28.422423
Saudi Arabia,public,1995,74.247745
Malaysia,private,1990,60.152315
Malaysia,public,1990,74.129464
Dominica,private,2012,59.116134
Dominica,public,2012,74.031962
Hungary,private,2012,115.54614
Hungary,public,2012,74.003801
Singapore,private,1993,85.672993
Singapore,public,1993,73.891394
Hungary,private,2009,130.40767
Hungary,public,2009,73.873509
Hungary,private,2015,94.725444
Hungary,public,2015,73.825603
Spain,private,2012,211.43333
Spain,public,2012,73.820514
Jordan,private,2005,89.505048
Jordan,public,2005,73.813775
Morocco,private,1997,44.758147
Morocco,public,1997,73.542483
Dominica,private,2014,53.674742
Dominica,public,2014,73.533988
Hungary,private,2016,89.694619
Hungary,public,2016,73.422674
Brazil,private,2016,78.315526
Brazil,public,2016,73.418792
United Kingdom,private,2010,177.11832
United Kingdom,public,2010,73.304309
Portugal,private,2008,206.28879
Portugal,public,2008,73.297012
Slovenia,private,2020,75.67245
Slovenia,public,2020,73.146887
Dominica,private,2016,46.945855
Dominica,public,2016,72.906868
Israel,private,2009,124.22435
Israel,public,2009,72.880579
Croatia,private,2018,125.4822
Croatia,public,2018,72.823057
Sweden,private,1994,141.58976
Sweden,public,1994,72.799876
Albania,private,2015,44.539959
Albania,public,2015,72.670101
Belgium,private,1982,89.762053
Belgium,public,1982,72.554808
Cabo Verde,private,2010,60.72818
Cabo Verde,public,2010,72.545521
Sri Lanka,private,1997,26.96254
Sri Lanka,public,1997,72.509016
Denmark,private,1996,144.44139
Denmark,public,1996,72.480019
Mongolia,private,2017,78.627286
Mongolia,public,2017,72.460001
São Tomé and Príncipe,private,2009,34.099908
São Tomé and Príncipe,public,2009,72.416752
Albania,private,2016,43.179747
Albania,public,2016,72.380049
Singapore,private,1996,100.60487
Singapore,public,1996,72.378376
Sri Lanka,private,2014,35.039827
Sri Lanka,public,2014,72.216596
Qatar,private,2020,156.33933
Qatar,public,2020,72.09518
Turkey,private,2001,27.454554
Turkey,public,2001,72.059801
Singapore,private,1995,94.351693
Singapore,public,1995,72.027722
France,private,2012,182.90634
France,public,2012,72.026863
Maldives,private,2018,28.130651
Maldives,public,2018,72.025115
Australia,private,1956,56.972321
Australia,public,1956,71.825134
Ukraine,private,2017,77.24399
Ukraine,public,2017,71.79846
Sri Lanka,private,2013,33.444318
Sri Lanka,public,2013,71.775785
Bhutan,private,2007,26.047921
Bhutan,public,2007,71.677462
Lebanon,private,1994,64.027722
Lebanon,public,1994,71.533841
Hungary,private,1996,48.032652
Hungary,public,1996,71.514489
Hungary,private,2017,83.575107
Hungary,public,2017,71.41185
Singapore,private,1997,105.22323
Singapore,public,1997,71.360931
Croatia,private,2019,121.43438
Croatia,public,2019,71.310106
Grenada,private,2020,60.24806
Grenada,public,2020,71.295273
Chile,private,1988,55.29544
Chile,public,1988,71.158261
São Tomé and Príncipe,private,2013,30.01226
São Tomé and Príncipe,public,2013,71.150659
Dominica,private,2015,51.306242
Dominica,public,2015,71.133163
Portugal,private,2006,184.2399
Portugal,public,2006,71.115551
Ireland,private,2018,277.78139
Ireland,public,2018,71.114526
Sri Lanka,private,2011,33.662576
Sri Lanka,public,2011,71.108043
Indonesia,private,2001,27.556907
Indonesia,public,2001,71.10391
Israel,private,2007,129.87371
Israel,public,2007,71.101812
Ireland,private,2017,278.42384
Ireland,public,2017,71.023101
Bulgaria,private,2000,27.493452
Bulgaria,public,2000,70.722446
Hungary,private,1989,66.866594
Hungary,public,1989,70.667505
Jordan,private,1984,64.323773
Jordan,public,1984,70.60672
Brazil,private,2003,47.975524
Brazil,public,2003,70.573579
Jordan,private,2012,79.105554
Jordan,public,2012,70.520933
Mongolia,private,2020,77.369858
Mongolia,public,2020,70.316616
Jamaica,private,1996,55.827143
Jamaica,public,1996,70.231642
Portugal,private,2007,193.90096
Portugal,public,2007,70.222027
Slovenia,private,2015,95.443022
Slovenia,public,2015,70.211901
Israel,private,2020,114.79564
Israel,public,2020,70.205208
Morocco,private,2000,52.033219
Morocco,public,2000,70.191983
Denmark,private,1984,118.91709
Denmark,public,1984,70.167349
Ireland,private,1976,78.068011
Ireland,public,1976,70.15871
Albania,private,2017,40.766126
Albania,public,2017,70.11991
Israel,private,2008,122.59758
Israel,public,2008,70.110255
Grenada,private,2017,51.066906
Grenada,public,2017,70.108963
Albania,private,2014,47.042141
Albania,public,2014,70.030032
Serbia,private,2015,40.473143
Serbia,public,2015,69.972342
Cabo Verde,private,1999,26.995657
Cabo Verde,public,1999,69.967778
Morocco,private,1998,46.694047
Morocco,public,1998,69.824105
Ireland,private,1978,79.7782
Ireland,public,1978,69.771364
Uruguay,private,2004,27.87271
Uruguay,public,2004,69.740223
Iceland,private,2006,421.42527
Iceland,public,2006,69.679192
Portugal,private,2005,180.86415
Portugal,public,2005,69.673995
France,private,2011,178.66685
France,public,2011,69.642518
Sri Lanka,private,2012,34.265141
Sri Lanka,public,2012,69.60878
Ukraine,private,2014,118.22765
Ukraine,public,2014,69.599803
Honduras,private,1999,33.926576
Honduras,public,1999,69.556867
Dominica,private,2000,50.43349
Dominica,public,2000,69.553052
Ireland,private,1996,90.884578
Ireland,public,1996,69.481806
Japan,private,1997,206.299
Japan,public,1997,69.476583
South Africa,private,2020,66.676543
South Africa,public,2020,69.447489
Singapore,private,1994,86.250855
Singapore,public,1994,69.369948
Iceland,private,2017,199.2671
Iceland,public,2017,69.344869
Hungary,private,2018,81.908563
Hungary,public,2018,69.245395
Slovenia,private,2014,107.16051
Slovenia,public,2014,69.126247
Bhutan,private,2011,51.68021
Bhutan,public,2011,69.111246
Italy,private,1984,48.617362
Italy,public,1984,69.079787
Israel,private,2010,123.27575
Israel,public,2010,69.01665
Croatia,private,2012,141.50223
Croatia,public,2012,68.889597
Senegal,private,2020,29.126054
Senegal,public,2020,68.68114
Saint Vincent and the Grenadines,private,2014,52.17744
Saint Vincent and the Grenadines,public,2014,68.645448
Dominica,private,2011,55.614997
Dominica,public,2011,68.635744
Morocco,private,1999,50.377481
Morocco,public,1999,68.572234
New Zealand,private,1986,104.32919
New Zealand,public,1986,68.560945
Argentina,private,1987,46.274397
Argentina,public,1987,68.35967
Saint Vincent and the Grenadines,private,2016,50.533774
Saint Vincent and the Grenadines,public,2016,68.357431
Denmark,private,1985,129.49994
Denmark,public,1985,68.315221
Sweden,private,1993,151.39991
Sweden,public,1993,68.309959
Grenada,private,1971,92.486038
Grenada,public,1971,68.286924
France,private,2010,172.45021
France,public,2010,68.250765
Hungary,private,2008,118.67195
Hungary,public,2008,68.229404
Kyrgyz Republic,private,2020,27.976142
Kyrgyz Republic,public,2020,68.040579
Malaysia,private,1983,60.259226
Malaysia,public,1983,67.996814
Saudi Arabia,private,1994,28.159326
Saudi Arabia,public,1994,67.869545
Denmark,private,1997,148.89022
Denmark,public,1997,67.819591
Serbia,private,2016,40.103792
Serbia,public,2016,67.770141
Australia,private,1957,55.940716
Australia,public,1957,67.730241
Albania,private,2018,36.677865
Albania,public,2018,67.65
Saint Vincent and the Grenadines,private,2015,51.50075
Saint Vincent and the Grenadines,public,2015,67.649217
Denmark,private,1983,115.40109
Denmark,public,1983,67.617685
Saint Vincent and the Grenadines,private,2019,48.12934
Saint Vincent and the Grenadines,public,2019,67.590826
Kenya,private,2020,31.264652
Kenya,public,2020,67.572272
Brazil,private,2015,76.014229
Brazil,public,2015,67.537543
Costa Rica,private,2020,67.557961
Costa Rica,public,2020,67.523748
Ireland,private,1977,74.632838
Ireland,public,1977,67.493827
Iceland,private,2007,551.67655
Iceland,public,2007,67.478182
Jordan,private,2006,93.022654
Jordan,public,2006,67.449405
Malaysia,private,1991,62.97058
Malaysia,public,1991,67.319662
Dominica,private,2010,53.102608
Dominica,public,2010,67.315736
Singapore,private,1984,90.13564
Singapore,public,1984,67.282605
Israel,private,2011,120.65942
Israel,public,2011,67.273934
Lebanon,private,1991,59.933748
Lebanon,public,1991,67.149104
Slovenia,private,2016,88.024904
Slovenia,public,2016,67.079618
Brazil,private,2004,44.67031
Brazil,public,2004,67.073005
France,private,2009,172.15395
France,public,2009,67.046336
Jordan,private,1983,60.248502
Jordan,public,1983,67.030873
Israel,private,2012,117.95196
Israel,public,2012,66.830116
Slovenia,private,2017,82.492275
Slovenia,public,2017,66.819008
Denmark,private,1992,149.21458
Denmark,public,1992,66.748644
Malaysia,private,1984,63.730999
Malaysia,public,1984,66.641157
Sweden,private,2000,154.28994
Sweden,public,2000,66.569972
Iceland,private,2005,318.25995
Iceland,public,2005,66.532037
Dominica,private,2008,48.956462
Dominica,public,2008,66.527392
El Salvador,private,1983,32.906521
El Salvador,public,1983,66.419708
Serbia,private,2014,39.349176
Serbia,public,2014,66.38604
Brazil,private,2001,48.891056
Brazil,public,2001,66.265559
Brazil,private,2005,46.096488
Brazil,public,2005,66.262309
Albania,private,2019,37.563134
Albania,public,2019,66.221469
Bahrain,private,2015,89.612819
Bahrain,public,2015,66.176347
Australia,private,1958,56.474074
Australia,public,1958,66.056065
Denmark,private,1986,147.11589
Denmark,public,1986,65.951843
Japan,private,1996,208.53455
Japan,public,1996,65.877228
Singapore,private,1983,90.438459
Singapore,public,1983,65.77198
Honduras,private,1998,30.275656
Honduras,public,1998,65.763221
Bhutan,private,2009,35.044284
Bhutan,public,2009,65.683014
Ireland,private,1975,84.140134
Ireland,public,1975,65.653803
Slovak Republic,private,2020,100.26487
Slovak Republic,public,2020,65.613325
Albania,private,2013,46.939971
Albania,public,2013,65.530031
Israel,private,2013,113.35487
Israel,public,2013,65.528302
Morocco,private,2001,50.655886
Morocco,public,2001,65.403584
Jordan,private,2007,94.274934
Jordan,public,2007,65.388032
Hungary,private,2019,81.871664
Hungary,public,2019,65.363061
Ireland,private,2020,221.22032
Ireland,public,2020,65.213912
Morocco,private,2018,68.327557
Morocco,public,2018,65.197756
Morocco,private,2017,69.888873
Morocco,public,2017,65.124242
Portugal,private,2004,176.63831
Portugal,public,2004,65.118583
Morocco,private,2019,68.818913
Morocco,public,2019,65.069058
Bhutan,private,2008,32.202838
Bhutan,public,2008,65.04253
Jamaica,private,1978,55.670252
Jamaica,public,1978,65.016319
Bulgaria,private,2001,31.371213
Bulgaria,public,2001,65.009609
Cabo Verde,private,2007,44.371738
Cabo Verde,public,2007,64.980958
Morocco,private,2016,70.742193
Morocco,public,2016,64.879325
Ireland,private,2019,249.00273
Ireland,public,2019,64.841985
Ireland,private,2009,314.10166
Ireland,public,2009,64.764588
Malta,private,2011,229.28118
Malta,public,2011,64.762233
Brazil,private,1999,48.266681
Brazil,public,1999,64.583266
Maldives,private,2017,28.191054
Maldives,public,2017,64.560483
Canada,private,1996,142.02393
Canada,public,1996,64.515825
Grenada,private,2018,50.645703
Grenada,public,2018,64.478505
Malta,private,2004,163.08896
Malta,public,2004,64.39693
Israel,private,2014,111.21867
Israel,public,2014,64.368138
Mozambique,private,2014,30.090236
Mozambique,public,2014,64.340685
Italy,private,1983,45.334061
Italy,public,1983,64.278355
Morocco,private,2002,49.374224
Morocco,public,2002,64.253077
Canada,private,1995,141.98018
Canada,public,1995,64.186571
Cabo Verde,private,2009,56.985823
Cabo Verde,public,2009,64.141831
Saint Vincent and the Grenadines,private,2018,48.43105
Saint Vincent and the Grenadines,public,2018,64.128943
Brazil,private,2006,49.58779
Brazil,public,2006,63.952416
Senegal,private,2019,29.60001
Senegal,public,2019,63.842643
Brazil,private,2009,57.435572
Brazil,public,2009,63.807696
Morocco,private,2015,70.101464
Morocco,public,2015,63.687838
Ecuador,private,2000,26.943183
Ecuador,public,2000,63.678989
Slovenia,private,2018,78.451167
Slovenia,public,2018,63.62464
Hungary,private,1990,65.425299
Hungary,public,1990,63.523772
Mongolia,private,2018,80.349284
Mongolia,public,2018,63.51525
Malta,private,2005,159.46495
Malta,public,2005,63.380185
Morocco,private,2014,72.6488
Morocco,public,2014,63.339205
Honduras,private,1987,26.118903
Honduras,public,1987,63.314092
Iceland,private,2019,179.33729
Iceland,public,2019,63.311117
El Salvador,private,2020,65.23576
El Salvador,public,2020,63.177186
Saint Vincent and the Grenadines,private,2013,52.761932
Saint Vincent and the Grenadines,public,2013,63.150886
Denmark,private,1987,156.89733
Denmark,public,1987,63.144078
Malta,private,2012,224.04766
Malta,public,2012,63.129726
Canada,private,1994,142.36526
Canada,public,1994,63.08468
Croatia,private,2011,141.95513
Croatia,public,2011,62.982229
New Zealand,private,1987,101.22773
New Zealand,public,1987,62.957698
Saudi Arabia,private,2004,39.661104
Saudi Arabia,public,2004,62.928169
Dominica,private,2009,48.916521
Dominica,public,2009,62.810459
Austria,private,2020,151.33994
Austria,public,2020,62.79266
Denmark,private,1998,148.45829
Denmark,public,1998,62.791582
Hungary,private,2007,108.84092
Hungary,public,2007,62.740514
Malta,private,2013,211.60587
Malta,public,2013,62.685502
Hungary,private,1997,49.565128
Hungary,public,1997,62.663064
Brazil,private,2000,46.856582
Brazil,public,2000,62.645676
Argentina,private,1985,38.418482
Argentina,public,1985,62.640011
Indonesia,private,1998,73.259088
Indonesia,public,1998,62.539805
Greece,private,1989,42.161931
Greece,public,1989,62.515067
New Zealand,private,1985,94.843018
New Zealand,public,1985,62.509376
Canada,private,1993,144.70609
Canada,public,1993,62.498912
Honduras,private,2000,33.489662
Honduras,public,2000,62.468703
Brazil,private,2007,47.320498
Brazil,public,2007,62.451685
Australia,private,1959,51.2926
Australia,public,1959,62.394416
United Kingdom,private,2009,185.14568
United Kingdom,public,2009,62.326826
Israel,private,2015,110.08742
Israel,public,2015,62.323274
Mongolia,private,2015,61.642784
Mongolia,public,2015,62.308826
Denmark,private,1991,155.97467
Denmark,public,1991,62.287281
Qatar,private,2019,118.99192
Qatar,public,2019,62.276482
Maldives,private,2016,27.535742
Maldives,public,2016,62.271899
Hungary,private,2006,94.262277
Hungary,public,2006,62.251809
Japan,private,1995,212.48347
Japan,public,1995,62.206591
Saint Lucia,private,2014,79.046069
Saint Lucia,public,2014,62.126099
Albania,private,2012,47.632999
Albania,public,2012,62.119953
Portugal,private,2003,167.5715
Portugal,public,2003,62.104721
Malta,private,2009,216.31102
Malta,public,2009,62.094823
Belgium,private,1981,91.249663
Belgium,public,1981,62.071758
Jordan,private,2011,80.376313
Jordan,public,2011,62.068805
Serbia,private,2004,25.957015
Serbia,public,2004,62.047954
Dominica,private,1999,46.862889
Dominica,public,1999,61.97804
Saint Lucia,private,2013,89.097449
Saint Lucia,public,2013,61.852565
Saint Vincent and the Grenadines,private,2017,49.764877
Saint Vincent and the Grenadines,public,2017,61.819076
Morocco,private,2013,72.152782
Morocco,public,2013,61.727063
Malaysia,private,2020,155.98537
Malaysia,public,2020,61.716286
Morocco,private,2003,46.894154
Morocco,public,2003,61.609418
Senegal,private,2018,29.505393
Senegal,public,2018,61.522879
Canada,private,1997,145.2296
Canada,public,1997,61.482083
Denmark,private,1990,159.28442
Denmark,public,1990,61.433663
Saint Lucia,private,2019,53.362895
Saint Lucia,public,2019,61.426994
Denmark,private,1988,158.79225
Denmark,public,1988,61.417831
Saint Lucia,private,2016,64.149473
Saint Lucia,public,2016,61.360528
Iceland,private,2018,189.22625
Iceland,public,2018,61.332085
Brazil,private,2010,58.447283
Brazil,public,2010,61.31878
Portugal,private,1996,102.27807
Portugal,public,1996,61.313216
Malta,private,2003,153.78311
Malta,public,2003,61.286201
Ireland,private,1997,100.52738
Ireland,public,1997,61.255662
Malaysia,private,1982,53.402361
Malaysia,public,1982,61.234423
Malta,private,2010,216.65676
Malta,public,2010,61.179983
Sweden,private,1985,106.69967
Sweden,public,1985,61.139812
Senegal,private,2017,29.474364
Senegal,public,2017,61.139422
Singapore,private,1982,84.636172
Singapore,public,1982,61.005497
Saint Lucia,private,2015,70.813605
Saint Lucia,public,2015,60.98236
Samoa,private,1999,26.067656
Samoa,public,1999,60.976275
Bhutan,private,2010,45.829842
Bhutan,public,2010,60.973542
Saint Vincent and the Grenadines,private,2012,54.25379
Saint Vincent and the Grenadines,public,2012,60.930413
Ukraine,private,2018,66.114936
Ukraine,public,2018,60.903325
Ukraine,private,2020,56.238837
Ukraine,public,2020,60.878302
Tonga,private,2002,43.970674
Tonga,public,2002,60.662369
Brazil,private,2008,55.056606
Brazil,public,2008,60.656016
Grenada,private,2019,50.603154
Grenada,public,2019,60.551128
Oman,private,2019,98.827653
Oman,public,2019,60.525454
New Zealand,private,1961,30.385057
New Zealand,public,1961,60.491352
Saint Lucia,private,2012,92.406819
Saint Lucia,public,2012,60.476564
Saint Lucia,private,2017,58.924788
Saint Lucia,public,2017,60.439603
Saint Lucia,private,2018,55.790212
Saint Lucia,public,2018,60.411523
Trinidad and Tobago,private,2020,65.864138
Trinidad and Tobago,public,2020,60.388685
Israel,private,2016,110.90689
Israel,public,2016,60.388415
Slovenia,private,2013,117.63738
Slovenia,public,2013,60.337067
Togo,private,2020,26.415288
Togo,public,2020,60.280264
Hungary,private,1999,53.373529
Hungary,public,1999,60.261983
Hungary,private,1998,49.187451
Hungary,public,1998,60.224309
Togo,private,2016,30.435063
Togo,public,2016,60.145889
Portugal,private,1995,93.421664
Portugal,public,1995,60.134608
New Zealand,private,1960,29.185271
New Zealand,public,1960,60.041319
Austria,private,2013,146.4906
Austria,public,2013,59.875237
Brazil,private,2012,66.11244
Brazil,public,2012,59.849478
Honduras,private,2001,35.625705
Honduras,public,2001,59.828619
India,private,2002,61.136563
India,public,2002,59.82358
Denmark,private,1989,158.2764
Denmark,public,1989,59.82124
Jordan,private,1982,55.362185
Jordan,public,1982,59.768223
Austria,private,2010,147.42008
Austria,public,2010,59.740463
Sweden,private,1984,105.07953
Sweden,public,1984,59.699733
Ireland,private,1971,82.711009
Ireland,public,1971,59.672955
Albania,private,2009,41.10719
Albania,public,2009,59.67018
Greece,private,1988,41.131211
Greece,public,1988,59.55804
Denmark,private,1999,156.76263
Denmark,public,1999,59.491543
Austria,private,2012,143.46887
Austria,public,2012,59.48475
Jordan,private,2010,80.767969
Jordan,public,2010,59.437225
Albania,private,2011,46.980008
Albania,public,2011,59.399812
Mongolia,private,2019,78.129125
Mongolia,public,2019,59.353964
Brazil,private,2011,61.769448
Brazil,public,2011,59.341658
Dominica,private,1995,46.496012
Dominica,public,1995,59.281461
Canada,private,2020,244.47344
Canada,public,2020,59.278472
Morocco,private,2005,48.482397
Morocco,public,2005,59.269993
Argentina,private,1983,59.195814
Argentina,public,1983,59.229086
Qatar,private,2001,59.139541
Qatar,public,2001,59.224632
Sweden,private,1986,115.70978
Sweden,public,1986,59.179889
Malaysia,private,1992,92.421452
Malaysia,public,1992,59.109023
Sweden,private,2001,161.91994
Sweden,public,2001,59.079976
Austria,private,2011,145.23394
Austria,public,2011,59.06453
Canada,private,1992,142.60519
Canada,public,1992,59.062324
Slovenia,private,2019,74.91611
Slovenia,public,2019,59.012549
Kenya,private,2019,30.120851
Kenya,public,2019,58.978573
Kuwait,private,1996,34.637422
Kuwait,public,1996,58.976441
Grenada,private,1972,87.308879
Grenada,public,1972,58.966123
Samoa,private,2015,44.130055
Samoa,public,2015,58.929244
Honduras,private,2020,67.035549
Honduras,public,2020,58.909654
Pakistan,private,2005,25.815237
Pakistan,public,2005,58.908109
Morocco,private,2004,45.775744
Morocco,public,2004,58.906322
Ireland,private,1974,87.621885
Ireland,public,1974,58.904274
Austria,private,2014,141.94883
Austria,public,2014,58.896382
Malta,private,2006,173.12224
Malta,public,2006,58.823621
Trinidad and Tobago,private,1993,56.432402
Trinidad and Tobago,public,1993,58.785715
Hungary,private,2005,88.080227
Hungary,public,2005,58.784599
Israel,private,2018,110.40183
Israel,public,2018,58.771703
Canada,private,1998,151.48286
Canada,public,1998,58.709497
Dominica,private,1991,39.508683
Dominica,public,1991,58.705219
New Zealand,private,1992,108.59819
New Zealand,public,1992,58.658747
Spain,private,2011,219.61085
Spain,public,2011,58.640146
Singapore,private,1979,68.224654
Singapore,public,1979,58.63669
Malta,private,2014,203.30694
Malta,public,2014,58.61662
Saudi Arabia,private,1993,25.779109
Saudi Arabia,public,1993,58.598614
Austria,private,2009,145.02536
Austria,public,2009,58.572628
São Tomé and Príncipe,private,2008,26.435328
São Tomé and Príncipe,public,2008,58.549332
Portugal,private,2002,160.29412
Portugal,public,2002,58.496347
Brazil,private,2014,71.007776
Brazil,public,2014,58.457271
Israel,private,2017,110.36118
Israel,public,2017,58.423213
Italy,private,1982,46.659502
Italy,public,1982,58.30108
Venezuela,private,1987,29.775942
Venezuela,public,1987,58.278134
Singapore,private,1978,63.474192
Singapore,public,1978,58.214807
Japan,private,1987,183.30662
Japan,public,1987,58.209075
New Zealand,private,1962,28.200509
New Zealand,public,1962,58.137423
Honduras,private,2003,35.470263
Honduras,public,2003,58.108488
Austria,private,2016,142.02674
Austria,public,2016,58.094618
Honduras,private,2004,36.449587
Honduras,public,2004,58.088045
Uruguay,private,2020,32.638082
Uruguay,public,2020,58.078448
Israel,private,2019,110.20389
Israel,public,2019,58.03381
New Zealand,private,1991,105.08141
New Zealand,public,1991,58.006073
Jordan,private,2009,84.059469
Jordan,public,2009,57.964557
Austria,private,1999,120.74872
Austria,public,1999,57.872775
Qatar,private,1996,61.410857
Qatar,public,1996,57.837155
Austria,private,2015,141.68472
Austria,public,2015,57.836409
Slovak Republic,private,2012,75.239957
Slovak Republic,public,2012,57.831625
Serbia,private,2017,44.427294
Serbia,public,2017,57.829282
Sweden,private,1983,104.71039
Sweden,public,1983,57.770218
Samoa,private,2014,45.039362
Samoa,public,2014,57.758086
Slovak Republic,private,2013,79.137043
Slovak Republic,public,2013,57.721786
Albania,private,2010,41.912832
Albania,public,2010,57.710251
Pakistan,private,2008,29.282465
Pakistan,public,2008,57.603412
Cabo Verde,private,2008,51.313541
Cabo Verde,public,2008,57.600403
Finland,private,2020,193.08475
Finland,public,2020,57.527902
Serbia,private,2020,55.095524
Serbia,public,2020,57.394729
Portugal,private,1994,96.470434
Portugal,public,1994,57.387625
New Zealand,private,1968,30.21551
New Zealand,public,1968,57.383157
New Zealand,private,1963,27.577498
New Zealand,public,1963,57.349335
Kenya,private,2018,30.642128
Kenya,public,2018,57.344147
Hungary,private,2004,76.452287
Hungary,public,2004,57.280136
Portugal,private,1997,106.13412
Portugal,public,1997,57.275955
Slovak Republic,private,2016,94.233543
Slovak Republic,public,2016,57.258535
Brazil,private,2013,68.265137
Brazil,public,2013,57.228409
Japan,private,1986,168.18042
Japan,public,1986,57.223447
India,private,2003,60.705661
India,public,2003,57.215179
